State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Total - Cases,Total - Injured,Total - Died,alcintake2016,overspeed2016,wrongside2016,lanejumping2016
,,,,Friday,20:30:00,Slight Injury,2,Other,2,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,20:30:00,Slight Injury,2,Public (12 seats),2,,Normal,,Dry,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Friday,20:30:00,Slight Injury,2,Other,2,,Normal,,Dry,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Sunday,16:30:00,Slight Injury,2,Lorry (11?40Q),1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Sunday,16:30:00,Slight Injury,2,Other,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,21:50:00,Slight Injury,2,Other,2,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Sunday,21:50:00,Slight Injury,2,Other,2,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,9:12:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,9:12:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,14:40:00,Serious Injury,1,Other,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,10:36:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,10:36:00,Slight Injury,2,Public (13?45 seats),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,18:19:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,18:19:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,19:12:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,19:12:00,Slight Injury,2,Public (12 seats),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,11:38:00,Slight Injury,3,Other,3,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,11:38:00,Slight Injury,3,Lorry (41?100Q),3,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,11:38:00,Slight Injury,3,Pick up upto 10Q,3,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,11:38:00,Slight Injury,3,Other,3,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,13:30:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,13:30:00,Slight Injury,2,Ridden horse,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,12:39:00,Slight Injury,2,Automobile,1,,Raining,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,12:39:00,Slight Injury,2,Automobile,1,,Raining,,Wet or damp,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Friday,12:30:00,Slight Injury,2,Stationwagen,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,12:30:00,Slight Injury,2,Other,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,16:55:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,16:55:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,18:25:00,Slight Injury,2,Long lorry,1,,Normal,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Monday,18:25:00,Slight Injury,2,Stationwagen,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,13:01:00,Slight Injury,2,Public (12 seats),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,13:01:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,13:45:00,Slight Injury,2,Public (12 seats),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,13:45:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,18:45:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Monday,18:45:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Thursday,11:02:00,Slight Injury,1,Lorry (41?100Q),4,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,11:02:00,Slight Injury,1,Pick up upto 10Q,4,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,11:02:00,Slight Injury,1,Other,4,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,11:02:00,Slight Injury,1,Automobile,4,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,15:55:00,Serious Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Wednesday,15:00:00,Slight Injury,1,Lorry (11?40Q),1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Sunday,20:00:00,Slight Injury,2,Bajaj,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Sunday,20:00:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,Under 18,Male,,,,,,,,,,
,,,,Wednesday,18:48:00,Serious Injury,2,Lorry (41?100Q),1,,Normal,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,18:48:00,Serious Injury,2,Lorry (11?40Q),1,,Normal,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Sunday,15:55:00,Slight Injury,1,Lorry (11?40Q),2,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Sunday,15:55:00,Slight Injury,1,Automobile,2,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Wednesday,23:25:00,Slight Injury,2,,3,,Normal,,Dry,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Wednesday,23:25:00,Slight Injury,2,Automobile,3,,Normal,,Dry,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Wednesday,23:25:00,Slight Injury,2,Public (13?45 seats),3,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Monday,7:40:00,Serious Injury,2,Public (12 seats),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,7:40:00,Serious Injury,2,Other,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Sunday,15:17:00,Fatal injury,2,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,15:17:00,Fatal injury,2,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,15:50:00,Slight Injury,2,Public (13?45 seats),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,15:50:00,Slight Injury,2,Public (13?45 seats),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Sunday,9:45:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Sunday,9:45:00,Slight Injury,2,Other,1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Thursday,17:35:00,Slight Injury,3,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,17:35:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,17:35:00,Slight Injury,3,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,20:50:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,20:50:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Thursday,21:32:00,Slight Injury,2,,2,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,21:32:00,Slight Injury,2,Other,2,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Monday,19:55:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Monday,19:55:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Monday,16:10:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,16:10:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Monday,15:25:00,Slight Injury,1,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,23:36:00,Serious Injury,1,Other,4,,Normal,,Dry,Darkness - no lighting,,,Under 18,Male,,,,,,,,,,
,,,,Thursday,23:36:00,Serious Injury,1,Pick up upto 10Q,4,,Normal,,Dry,Darkness - no lighting,,,Under 18,Male,,,,,,,,,,
,,,,Thursday,23:36:00,Serious Injury,1,Stationwagen,4,,Normal,,Dry,Darkness - no lighting,,,Under 18,Male,,,,,,,,,,
,,,,Thursday,23:36:00,Serious Injury,1,Other,4,,Normal,,Dry,Darkness - no lighting,,,Under 18,Male,,,,,,,,,,
,,,,Monday,20:00:00,Slight Injury,3,Pick up upto 10Q,1,,Normal,,Dry,Darkness - lights unlit,,,Over 51,Male,,,,,,,,,,
,,,,Monday,20:00:00,Slight Injury,3,Stationwagen,1,,Normal,,Dry,Darkness - lights unlit,,,31-50,Male,,,,,,,,,,
,,,,Monday,20:00:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Dry,Darkness - lights unlit,,,31-50,Male,,,,,,,,,,
,,,,Friday,17:54:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,17:54:00,Slight Injury,2,,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,18:04:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,17:00:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Saturday,1:15:00,Slight Injury,2,Turbo,3,,Normal,,Dry,Darkness - lights lit,,,Unknown,Female,,,,,,,,,,
,,,,Saturday,1:15:00,Slight Injury,2,,3,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Saturday,1:15:00,Slight Injury,2,Stationwagen,3,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Saturday,1:15:00,Slight Injury,2,Automobile,3,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,18:30:00,Slight Injury,2,Automobile,1,,Raining,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,18:30:00,Slight Injury,2,Automobile,1,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,15:52:00,Slight Injury,3,Pick up upto 10Q,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,15:52:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,15:52:00,Slight Injury,3,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,12:33:00,Serious Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Monday,8:59:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,Under 18,Male,,,,,,,,,,
,,,,Monday,8:59:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,17:25:00,Slight Injury,1,Lorry (41?100Q),1,,Normal,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Sunday,0:53:00,Slight Injury,1,Lorry (41?100Q),3,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,0:53:00,Slight Injury,1,Automobile,3,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,0:53:00,Slight Injury,1,Automobile,3,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,15:20:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,18:23:00,Slight Injury,2,Public (13?45 seats),1,,Raining,,Wet or damp,Darkness - lights lit,,,Under 18,Male,,,,,,,,,,
,,,,Saturday,18:23:00,Slight Injury,2,Automobile,1,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,5:24:00,Serious Injury,1,Public (13?45 seats),1,,Normal,,Wet or damp,Darkness - no lighting,,,31-50,Male,,,,,,,,,,
,,,,Saturday,12:15:00,Slight Injury,1,Public (13?45 seats),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,22:15:00,Slight Injury,1,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Friday,6:35:00,Serious Injury,2,Lorry (11?40Q),1,,Raining,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Friday,6:35:00,Serious Injury,2,Automobile,1,,Raining,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Thursday,17:34:00,Serious Injury,1,Lorry (41?100Q),2,,Normal,,Wet or damp,Darkness - lights lit,,,Under 18,Male,,,,,,,,,,
,,,,Thursday,17:34:00,Serious Injury,1,Other,2,,Normal,,Wet or damp,Darkness - lights lit,,,Under 18,Male,,,,,,,,,,
,,,,Friday,4:00:00,Slight Injury,1,Pick up upto 10Q,4,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,4:00:00,Slight Injury,1,Lorry (11?40Q),4,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,4:00:00,Slight Injury,1,Motorcycle,4,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,4:00:00,Slight Injury,1,Pick up upto 10Q,4,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Saturday,15:50:00,Slight Injury,1,Lorry (11?40Q),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Friday,8:50:00,Slight Injury,1,Lorry (11?40Q),1,,Raining,,Wet or damp,Daylight,,,Under 18,Male,,,,,,,,,,
,,,,Sunday,0:25:00,Slight Injury,2,Automobile,2,,Normal,,Dry,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,0:25:00,Slight Injury,2,Automobile,2,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Sunday,0:25:00,Slight Injury,2,Other,2,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Sunday,0:10:00,Slight Injury,2,Other,1,,Raining and Windy,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,0:10:00,Slight Injury,2,Automobile,1,,Raining and Windy,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Saturday,15:20:00,Slight Injury,2,Taxi,2,,Cloudy,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Saturday,15:20:00,Slight Injury,2,Other,2,,Cloudy,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,15:20:00,Slight Injury,2,Taxi,2,,Cloudy,,Dry,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Saturday,16:30:00,Slight Injury,2,Lorry (11?40Q),1,,Raining,,Wet or damp,Darkness - lights lit,,,Under 18,Male,,,,,,,,,,
,,,,Saturday,16:30:00,Slight Injury,2,Automobile,1,,Raining,,Wet or damp,Darkness - lights lit,,,Under 18,Male,,,,,,,,,,
,,,,Friday,1:05:00,Slight Injury,2,Other,2,,Normal,,Dry,Darkness - lights lit,,,Under 18,Male,,,,,,,,,,
,,,,Friday,1:05:00,Slight Injury,2,Automobile,2,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Monday,19:40:00,Slight Injury,2,Automobile,3,,Normal,,Wet or damp,Darkness - no lighting,,,Over 51,Male,,,,,,,,,,
,,,,Monday,19:40:00,Slight Injury,2,Automobile,3,,Normal,,Wet or damp,Darkness - no lighting,,,31-50,Male,,,,,,,,,,
,,,,Monday,19:40:00,Slight Injury,2,Automobile,3,,Normal,,Wet or damp,Darkness - no lighting,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,19:08:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,19:08:00,Slight Injury,2,Other,1,,Normal,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Saturday,17:50:00,Slight Injury,2,Pick up upto 10Q,1,,Raining,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,17:50:00,Slight Injury,2,Pick up upto 10Q,1,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Sunday,21:30:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Sunday,21:30:00,Slight Injury,2,Long lorry,1,,Normal,,Dry,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Monday,14:49:00,Slight Injury,2,Automobile,2,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Monday,14:49:00,Slight Injury,2,Public (13?45 seats),2,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Monday,14:49:00,Slight Injury,2,Lorry (41?100Q),2,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Sunday,17:40:00,Slight Injury,2,Public (13?45 seats),1,,Normal,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Sunday,17:40:00,Slight Injury,2,Other,1,,Normal,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,21:55:00,Slight Injury,2,Lorry (41?100Q),1,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Saturday,21:55:00,Slight Injury,2,Lorry (41?100Q),1,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,7:30:00,Slight Injury,2,Long lorry,1,,Normal,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,7:30:00,Slight Injury,2,Pick up upto 10Q,1,,Normal,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,10:41:00,Slight Injury,1,Pick up upto 10Q,1,,Other,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,13:16:00,Slight Injury,2,Lorry (41?100Q),3,,Raining,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,13:16:00,Slight Injury,2,Lorry (41?100Q),3,,Raining,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,13:16:00,Slight Injury,2,Automobile,3,,Raining,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Thursday,11:30:00,Slight Injury,2,Other,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,11:30:00,Slight Injury,2,,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,19:31:00,Slight Injury,2,Other,1,,Raining,,Wet or damp,Darkness - no lighting,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,19:31:00,Slight Injury,2,Automobile,1,,Raining,,Wet or damp,Darkness - no lighting,,,18-30,Male,,,,,,,,,,
,,,,Friday,9:25:00,Serious Injury,2,Pick up upto 10Q,1,,Normal,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,9:25:00,Serious Injury,2,Automobile,1,,Normal,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,14:10:00,Slight Injury,2,Public (12 seats),1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Wednesday,14:10:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Friday,14:00:00,Slight Injury,2,Other,1,,Normal,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Friday,14:00:00,Slight Injury,2,Public (12 seats),1,,Normal,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,22:05:00,Slight Injury,2,Stationwagen,1,,Normal,,Wet or damp,Darkness - lights lit,,,Unknown,Female,,,,,,,,,,
,,,,Tuesday,22:05:00,Slight Injury,2,Lorry (41?100Q),1,,Normal,,Wet or damp,Darkness - lights lit,,,Over 51,Male,,,,,,,,,,
,,,,Thursday,7:00:00,Slight Injury,2,Lorry (41?100Q),1,,Windy,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,7:00:00,Slight Injury,2,Lorry (41?100Q),1,,Windy,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Thursday,7:35:00,Slight Injury,2,Automobile,1,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Thursday,7:35:00,Slight Injury,2,Lorry (41?100Q),1,,Raining,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,8:43:00,Slight Injury,2,,2,,Raining,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Wednesday,8:43:00,Slight Injury,2,Public (12 seats),2,,Raining,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,16:05:00,Serious Injury,1,Automobile,1,,Normal,,Wet or damp,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Friday,22:05:00,Serious Injury,2,Stationwagen,3,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,22:05:00,Serious Injury,2,Automobile,3,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,22:05:00,Serious Injury,2,Lorry (41?100Q),3,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Friday,22:05:00,Serious Injury,2,Other,3,,Raining,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Saturday,3:40:00,Slight Injury,1,Pick up upto 10Q,1,,Windy,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,9:25:00,Slight Injury,6,,1,,Normal,,Dry,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Tuesday,9:25:00,Slight Injury,6,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Tuesday,9:25:00,Slight Injury,6,Automobile,1,,Normal,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Tuesday,9:25:00,Slight Injury,6,Public (13?45 seats),1,,Normal,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Tuesday,9:25:00,Slight Injury,6,Automobile,1,,Normal,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Tuesday,9:25:00,Slight Injury,6,Lorry (41?100Q),1,,Normal,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Thursday,7:58:00,Slight Injury,2,Public (12 seats),2,,Raining,,Wet or damp,Daylight,,,Under 18,Male,,,,,,,,,,
,,,,Thursday,7:58:00,Slight Injury,2,Motorcycle,2,,Raining,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,20:15:00,Slight Injury,2,Public (12 seats),1,,Raining,,Wet or damp,Darkness - no lighting,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,20:15:00,Slight Injury,2,Lorry (41?100Q),1,,Raining,,Wet or damp,Darkness - no lighting,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,17:10:00,Slight Injury,2,Automobile,2,,Normal,,Wet or damp,Darkness - lights lit,,,18-30,Male,,,,,,,,,,
,,,,Tuesday,17:10:00,Slight Injury,2,Lorry (41?100Q),2,,Normal,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Tuesday,17:10:00,Slight Injury,2,Stationwagen,2,,Normal,,Wet or damp,Darkness - lights lit,,,31-50,Male,,,,,,,,,,
,,,,Saturday,15:30:00,Slight Injury,2,Pick up upto 10Q,2,,Normal,,Wet or damp,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Saturday,15:30:00,Slight Injury,2,Automobile,2,,Normal,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Saturday,9:47:00,Slight Injury,3,Automobile,1,,Raining,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Saturday,9:47:00,Slight Injury,3,,1,,Raining,,Wet or damp,Daylight,,,Over 51,Male,,,,,,,,,,
,,,,Saturday,9:47:00,Slight Injury,3,Other,1,,Raining,,Wet or damp,Daylight,,,31-50,Male,,,,,,,,,,
,,,,Monday,11:19:00,Serious Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Female,,,,,,,,,,
,,,,Monday,11:19:00,Serious Injury,2,Public (13?45 seats),1,,Normal,,Dry,Daylight,,,Over 51,Female,,,,,,,,,,
,,,,Friday,13:13:00,Slight Injury,2,Public (13?45 seats),1,,Normal,,Dry,Daylight,,,Unknown,Female,,,,,,,,,,
,,,,Friday,13:13:00,Slight Injury,2,Automobile,1,,Normal,,Dry,Daylight,,,18-30,Male,,,,,,,,,,
,,,,Thursday,15:55:00,Slight Injury,2,Public (12 seats),3,,Raining,,Wet or damp,Daylight,,,18-30,Male,,,,,,,,,,
